symbol,timestamp,open,high,low,close,volume,trade_count,vwap
BTC/USD,2023-05-10 07:02:00+00:00,27657.29,27658.33,27633.56,27641.14,0.686,32.0,27638.8737110787
BTC/USD,2023-05-10 07:03:00+00:00,27643.44,27647.17,27633.57,27638.79,0.0478,6.0,27642.3879874477
BTC/USD,2023-05-10 07:04:00+00:00,27642.94,27651.56,27642.94,27643.29,0.21779,13.0,27646.0252743468
BTC/USD,2023-05-10 07:05:00+00:00,27655.71,27658.35,27645.25,27645.4,0.00252,4.0,27647.8450793651
BTC/USD,2023-05-10 07:06:00+00:00,27653.18,27653.18,27653.18,27653.18,0.00019,2.0,27653.18
BTC/USD,2023-05-10 07:07:00+00:00,27645.73,27660.17,27645.73,27652.9,0.03345,9.0,27652.9415396114
BTC/USD,2023-05-10 07:08:00+00:00,27654.9,27665.7,27651.34,27665.7,0.07902,14.0,27661.0401328778
BTC/USD,2023-05-10 07:09:00+00:00,27658.02,27662.91,27654.17,27662.91,0.01563,16.0,27659.4204606526
BTC/USD,2023-05-10 07:10:00+00:00,27662.91,27662.91,27643.2,27643.2,0.14699,25.0,27651.1934886727
BTC/USD,2023-05-10 07:11:00+00:00,27651.51,27657.57,27651.51,27657.57,0.03359,6.0,27653.4282792498
BTC/USD,2023-05-10 07:12:00+00:00,27647.37,27657.82,27647.36,27651.81,0.012,9.0,27648.5946583333
BTC/USD,2023-05-10 07:13:00+00:00,27652.06,27652.06,27648.0,27650.57,0.65141,13.0,27648.0475909182
BTC/USD,2023-05-10 07:14:00+00:00,27650.2,27651.51,27642.44,27651.51,0.53111,18.0,27647.7050315377
BTC/USD,2023-05-10 07:15:00+00:00,27658.47,27666.28,27655.04,27658.47,0.01311,9.0,27660.1669946606
BTC/USD,2023-05-10 07:16:00+00:00,27665.85,27665.85,27655.05,27655.05,0.00256,3.0,27657.4125
BTC/USD,2023-05-10 07:17:00+00:00,27666.99,27679.5,27666.99,27678.12,0.45416,23.0,27669.1447644002
BTC/USD,2023-05-10 07:18:00+00:00,27671.57,27685.0,27666.63,27675.48,0.34684,24.0,27680.5487737862
BTC/USD,2023-05-10 07:19:00+00:00,27675.48,27675.48,27653.01,27659.4,0.98547,25.0,27656.734489127
BTC/USD,2023-05-10 07:20:00+00:00,27661.72,27662.73,27661.72,27662.73,0.00034,2.0,27662.4329411765
BTC/USD,2023-05-10 07:21:00+00:00,27653.02,27664.98,27653.02,27656.84,0.08263,12.0,27663.0130872564
BTC/USD,2023-05-10 07:22:00+00:00,27657.0,27657.0,27649.63,27651.21,0.92415,13.0,27656.3797024293
BTC/USD,2023-05-10 07:23:00+00:00,27654.41,27661.57,27572.8,27597.16,23.27398,306.0,27598.5795020791
BTC/USD,2023-05-10 07:24:00+00:00,27599.37,27620.99,27584.45,27608.19,3.88142,110.0,27608.8448173607
BTC/USD,2023-05-10 07:25:00+00:00,27612.45,27635.9,27609.02,27618.4,1.11712,46.0,27613.8203771305
BTC/USD,2023-05-10 07:26:00+00:00,27611.24,27611.24,27591.26,27599.95,1.08742,33.0,27606.9384040205
BTC/USD,2023-05-10 07:27:00+00:00,27604.09,27609.61,27581.61,27596.27,0.39586,37.0,27591.9024804224
BTC/USD,2023-05-10 07:28:00+00:00,27597.56,27602.33,27580.59,27588.49,0.59242,40.0,27589.9543680159
BTC/USD,2023-05-10 07:29:00+00:00,27592.63,27596.77,27592.55,27592.55,0.01595,4.0,27593.965862069
BTC/USD,2023-05-10 07:30:00+00:00,27586.86,27590.76,27576.07,27590.76,0.26028,35.0,27586.2736003535
BTC/USD,2023-05-10 07:31:00+00:00,27594.9,27605.0,27594.9,27599.04,0.36618,14.0,27603.859013873
BTC/USD,2023-05-10 07:32:00+00:00,27599.04,27604.18,27599.04,27604.18,0.01557,10.0,27599.456300578
BTC/USD,2023-05-10 07:33:00+00:00,27607.33,27607.33,27604.97,27604.97,0.01803,4.0,27605.8308042152
BTC/USD,2023-05-10 07:34:00+00:00,27607.33,27608.9,27604.18,27604.19,0.38515,8.0,27604.1986207971
BTC/USD,2023-05-10 07:35:00+00:00,27599.05,27608.9,27599.04,27608.9,0.85518,15.0,27608.4760871395
BTC/USD,2023-05-10 07:36:00+00:00,27611.48,27611.48,27604.56,27606.5,0.12768,5.0,27606.4672133459
BTC/USD,2023-05-10 07:37:00+00:00,27604.64,27604.64,27599.0,27599.0,0.9985,14.0,27599.7191180771
BTC/USD,2023-05-10 07:38:00+00:00,27596.31,27600.26,27596.31,27598.6,0.02805,4.0,27599.6841354724
BTC/USD,2023-05-10 07:39:00+00:00,27596.61,27600.26,27582.48,27592.64,0.39426,30.0,27592.8260624968
BTC/USD,2023-05-10 07:40:00+00:00,27600.92,27600.92,27578.4,27583.44,0.25876,21.0,27585.1324250271
BTC/USD,2023-05-10 07:41:00+00:00,27580.83,27592.22,27580.83,27592.22,0.0055,3.0,27590.2036363636
BTC/USD,2023-05-10 07:42:00+00:00,27588.5,27596.45145,27588.49,27596.45145,0.086086572,6.0,27594.9108067276
BTC/USD,2023-05-10 07:43:00+00:00,27586.22,27593.37,27586.21,27593.28,0.0387,8.0,27589.53625323
BTC/USD,2023-05-10 07:44:00+00:00,27595.55,27595.55,27594.35,27594.35,0.07423,5.0,27595.4307705779
BTC/USD,2023-05-10 07:45:00+00:00,27597.72,27605.98,27597.72,27601.55,1.82722,32.0,27602.7711958604
BTC/USD,2023-05-10 07:46:00+00:00,27605.98,27610.0,27600.14,27610.0,0.019399503,5.0,27601.9732067363
BTC/USD,2023-05-10 07:47:00+00:00,27605.98,27610.57,27605.98,27606.31,0.13476,11.0,27607.8920132087
BTC/USD,2023-05-10 07:48:00+00:00,27606.48,27617.03,27601.85,27617.03,0.26135,16.0,27606.2484763727
BTC/USD,2023-05-10 07:49:00+00:00,27611.5,27611.5,27608.1,27608.1,0.05,2.0,27610.03596
BTC/USD,2023-05-10 07:50:00+00:00,27615.69,27616.66,27615.69,27616.66,0.06451,2.0,27616.3980654162
BTC/USD,2023-05-10 07:51:00+00:00,27616.66,27616.66,27610.06,27616.08,0.04791,4.0,27612.6435733667
BTC/USD,2023-05-10 07:52:00+00:00,27618.67,27618.67,27602.98,27602.98,0.59834,21.0,27603.9901636193
BTC/USD,2023-05-10 07:53:00+00:00,27602.15,27616.99,27597.1,27607.29,0.31329,22.0,27604.9954773533
BTC/USD,2023-05-10 07:54:00+00:00,27605.96,27611.44,27605.96,27611.44,0.00845,3.0,27606.024852071
BTC/USD,2023-05-10 07:55:00+00:00,27605.97,27608.78,27605.96,27608.78,0.01555,3.0,27606.1832154341
BTC/USD,2023-05-10 07:56:00+00:00,27603.28,27603.28,27586.0,27600.14,0.36908,43.0,27594.0612151837
BTC/USD,2023-05-10 07:57:00+00:00,27596.79,27607.36,27593.78,27599.07,0.2053,17.0,27600.0872523137
BTC/USD,2023-05-10 07:58:00+00:00,27594.92,27594.92,27586.0,27590.8,1.08699,25.0,27586.4186796567
BTC/USD,2023-05-10 07:59:00+00:00,27586.67,27594.21,27576.28,27584.59,0.24285,17.0,27583.0876079885
BTC/USD,2023-05-10 08:00:00+00:00,27586.0,27592.92,27586.0,27592.92,0.5026,19.0,27587.8478376442
BTC/USD,2023-05-10 08:01:00+00:00,27586.42,27592.91,27584.98,27584.98,0.11999,6.0,27586.8417759813
BTC/USD,2023-05-10 08:02:00+00:00,27588.28,27588.28,27582.0,27582.0,0.13767,8.0,27584.2567610954
BTC/USD,2023-05-10 08:03:00+00:00,27584.74,27586.37,27573.75,27582.01,0.42113,16.0,27577.7522810059
BTC/USD,2023-05-10 08:04:00+00:00,27580.58,27582.01,27570.84,27580.59,0.23412,29.0,27577.112402614
BTC/USD,2023-05-10 08:05:00+00:00,27570.49,27574.0,27531.54,27540.55,1.65429,162.0,27550.1049907815
BTC/USD,2023-05-10 08:06:00+00:00,27540.4,27553.54,27531.54,27531.54,0.49549,40.0,27542.3678217522
BTC/USD,2023-05-10 08:07:00+00:00,27541.73,27559.73,27522.42,27537.52,2.24522,61.0,27538.7169442638
BTC/USD,2023-05-10 08:08:00+00:00,27533.74,27560.89,27533.74,27559.34,3.40349,44.0,27540.5550220215
BTC/USD,2023-05-10 08:09:00+00:00,27563.04,27587.11,27552.93,27576.42,0.47101,41.0,27570.1037816607
BTC/USD,2023-05-10 08:10:00+00:00,27584.7,27591.31,27580.56,27583.0,0.04524,11.0,27585.2685985853
BTC/USD,2023-05-10 08:11:00+00:00,27591.31,27597.12,27581.94,27597.12,0.06868,10.0,27588.2363453698
BTC/USD,2023-05-10 08:12:00+00:00,27589.1,27589.1,27562.38,27568.14,0.61383,41.0,27581.8916037014
BTC/USD,2023-05-10 08:13:00+00:00,27572.28,27599.57,27572.28,27599.57,0.12792,20.0,27582.1846419637
BTC/USD,2023-05-10 08:44:00+00:00,27591.99,27592.0,27589.03,27589.03,0.42456,12.0,27589.0820574242
BTC/USD,2023-05-10 08:45:00+00:00,27598.69,27600.99,27596.53,27600.99,0.01695,5.0,27598.5555162242
BTC/USD,2023-05-10 08:46:00+00:00,27599.89,27599.89,27599.89,27599.89,0.00525,1.0,27599.89
BTC/USD,2023-05-10 08:47:00+00:00,27591.99,27591.99,27587.62,27587.62,1.79885,33.0,27589.0347713817
BTC/USD,2023-05-10 08:48:00+00:00,27591.08,27591.99,27587.85,27591.99,0.05608,7.0,27590.945235378
BTC/USD,2023-05-10 08:49:00+00:00,27587.85,27596.36,27587.85,27596.36,0.03415,6.0,27592.5201171303
BTC/USD,2023-05-10 08:50:00+00:00,27596.36,27600.99,27591.99,27591.99,0.09185,12.0,27600.2846684812
BTC/USD,2023-05-10 08:51:00+00:00,27591.98,27592.59,27591.98,27592.59,0.0263,4.0,27592.4577946768
BTC/USD,2023-05-10 08:53:00+00:00,27590.42,27607.5,27588.05,27607.5,0.78482,26.0,27601.5601476772
BTC/USD,2023-05-10 08:54:00+00:00,27608.56,27625.17,27608.56,27621.1,0.09629,21.0,27617.5491328279
BTC/USD,2023-05-10 08:55:00+00:00,27616.96,27637.61,27612.04,27630.95,0.86872,36.0,27631.3756061792
BTC/USD,2023-05-10 08:56:00+00:00,27630.34,27630.43,27625.42,27625.42,0.28796,10.0,27629.8068603278
BTC/USD,2023-05-10 08:57:00+00:00,27633.5,27633.5,27621.27,27624.61,0.04111,5.0,27624.4963853077
BTC/USD,2023-05-10 08:58:00+00:00,27626.55,27626.55,27617.32,27623.67,0.06396,7.0,27621.2287210757
BTC/USD,2023-05-10 08:59:00+00:00,27624.15,27624.15,27622.92,27622.95,0.02108,4.0,27623.7925759013
BTC/USD,2023-05-10 09:00:00+00:00,27621.27,27621.27,27606.5,27617.63,0.33869,24.0,27610.8973592371
BTC/USD,2023-05-10 09:01:00+00:00,27617.63,27626.55,27616.9,27620.97,0.06813,16.0,27621.4587744019
BTC/USD,2023-05-10 09:02:00+00:00,27620.98,27625.09,27610.17,27610.17,0.07186,10.0,27614.1641079878
BTC/USD,2023-05-10 09:03:00+00:00,27613.83,27613.83,27610.17,27610.17,0.00853,4.0,27610.7149237984
BTC/USD,2023-05-10 09:04:00+00:00,27616.05,27616.05,27595.62,27595.62,0.84284,23.0,27600.2621935361
BTC/USD,2023-05-10 09:05:00+00:00,27595.62,27608.19,27595.62,27608.18,0.42979,12.0,27603.3557839875
BTC/USD,2023-05-10 09:06:00+00:00,27612.67,27612.67,27594.95,27604.39,0.07517,14.0,27601.5647918052
BTC/USD,2023-05-10 09:08:00+00:00,27612.68,27612.68,27598.9,27605.25,0.03419,16.0,27604.9842293068
BTC/USD,2023-05-10 09:09:00+00:00,27598.9,27605.26,27596.37,27599.08,0.03334,8.0,27602.0183233353
BTC/USD,2023-05-10 09:10:00+00:00,27603.45,27612.66,27592.68,27592.68,0.59207,37.0,27604.2166076646
BTC/USD,2023-05-10 09:11:00+00:00,27592.68,27601.52,27592.67,27601.51,0.59548,16.0,27595.8490053402
BTC/USD,2023-05-10 09:12:00+00:00,27601.52,27601.53,27594.61,27601.53,0.33897,9.0,27600.3567826061
BTC/USD,2023-05-10 09:13:00+00:00,27604.31,27608.43,27598.33,27608.42,0.14673,31.0,27605.8625618483
BTC/USD,2023-05-10 10:08:00+00:00,27627.74,27646.02,27627.74,27637.75,0.16889,31.0,27634.6354408195
BTC/USD,2023-05-10 10:09:00+00:00,27637.75,27647.39,27637.75,27637.75,0.24678,24.0,27641.5565698193
BTC/USD,2023-05-10 10:10:00+00:00,27642.13,27660.34,27638.33,27649.83,0.22513,31.0,27649.3656993737
BTC/USD,2023-05-10 10:11:00+00:00,27650.0,27662.63,27648.0,27662.62,0.222915737,19.0,27655.3467615755
BTC/USD,2023-05-10 10:12:00+00:00,27650.77,27662.62,27650.0,27653.53,0.073744251,10.0,27653.845547945
BTC/USD,2023-05-10 10:13:00+00:00,27650.77,27660.9,27645.48,27646.61,0.235,16.0,27648.0187748936
BTC/USD,2023-05-10 10:14:00+00:00,27655.15,27658.13,27650.61,27650.92,0.12365,12.0,27653.6373983017
BTC/USD,2023-05-10 10:15:00+00:00,27661.05,27661.05,27646.38,27658.49,0.14351,17.0,27653.4433091771
BTC/USD,2023-05-10 10:16:00+00:00,27650.0,27654.5366,27646.8,27654.5366,0.004816395,3.0,27651.2111592918
BTC/USD,2023-05-10 10:17:00+00:00,27650.99,27650.99,27642.09,27642.09,0.90053,14.0,27647.9762803016
BTC/USD,2023-05-10 10:18:00+00:00,27641.04,27648.66,27637.94,27648.66,0.43604,9.0,27642.6212370425
BTC/USD,2023-05-10 10:19:00+00:00,27640.67,27648.66,27640.65,27648.66,0.77694,26.0,27646.7163511983
BTC/USD,2023-05-10 10:20:00+00:00,27649.25,27649.25,27637.94,27637.96,0.06711,12.0,27639.7376843987
BTC/USD,2023-05-10 10:21:00+00:00,27633.44,27640.0,27633.44,27640.0,0.04665,3.0,27639.4909496249
BTC/USD,2023-05-10 10:22:00+00:00,27640.78,27640.78,27635.0,27635.0,0.31769,4.0,27640.4161232648
BTC/USD,2023-05-10 10:23:00+00:00,27634.61,27641.66,27633.43,27641.66,0.34544,4.0,27635.3013345299
BTC/USD,2023-05-10 10:24:00+00:00,27637.51,27641.58,27637.51,27641.58,0.05856,8.0,27640.9916068989
BTC/USD,2023-05-10 10:25:00+00:00,27630.68,27647.26,27608.68,27608.68,4.75682,94.0,27627.3638179288
BTC/USD,2023-05-10 10:26:00+00:00,27608.91,27613.73,27594.76,27594.76,2.06234,48.0,27607.0736182201
BTC/USD,2023-05-10 10:27:00+00:00,27593.9,27607.26,27593.9,27607.26,0.68615,19.0,27599.4327227283
BTC/USD,2023-05-10 12:03:00+00:00,27690.75,27697.3,27681.24,27685.64,0.54574,27.0,27685.3340667717
BTC/USD,2023-05-10 16:00:00+00:00,28222.1,28235.93,28222.1,28231.98,0.503833113,31.0,28229.0672464199
BTC/USD,2023-05-10 16:01:00+00:00,28230.91,28235.0,28214.54,28217.3,1.70976,74.0,28225.4948073414
BTC/USD,2023-05-10 16:02:00+00:00,28219.23,28238.5,28217.53,28230.03,0.8973,47.0,28230.8866433746
BTC/USD,2023-05-10 16:03:00+00:00,28234.27,28250.0,28234.27,28246.88,1.38752,53.0,28246.4842406596
BTC/USD,2023-05-10 16:04:00+00:00,28246.88,28249.5,28228.49,28242.74,1.21036,48.0,28235.4326644139
BTC/USD,2023-05-10 16:05:00+00:00,28242.74,28243.37,28221.54,28227.81,1.37666,64.0,28237.1255288161
BTC/USD,2023-05-10 16:06:00+00:00,28229.81,28242.61,28224.73,28242.61,0.46313,22.0,28235.1198401313
BTC/USD,2023-05-10 16:07:00+00:00,28242.49,28244.39,28219.25,28223.67,1.0239,60.0,28237.233189667
BTC/USD,2023-05-10 16:08:00+00:00,28223.67,28238.1,28219.66,28233.58,0.37291,21.0,28229.5508774235
BTC/USD,2023-05-10 16:09:00+00:00,28233.03,28235.92,28225.48,28230.01,0.26275,9.0,28227.7306683159
BTC/USD,2023-05-10 16:10:00+00:00,28225.77,28246.24,28218.35,28246.24,0.81631,31.0,28222.9957472039
BTC/USD,2023-05-10 16:11:00+00:00,28242.75,28255.44,28236.69,28254.63,12.70523,214.0,28249.6216371211
BTC/USD,2023-05-10 16:12:00+00:00,28254.63,28285.49,28250.84,28281.96,3.74702,114.0,28265.1892210877
BTC/USD,2023-05-10 16:13:00+00:00,28285.48,28301.0,28269.0,28292.24,10.28719,206.0,28294.1750042237
BTC/USD,2023-05-10 16:14:00+00:00,28293.68,28301.0,28280.53,28292.38,3.83199,68.0,28291.5549066151
BTC/USD,2023-05-10 16:15:00+00:00,28283.95,28283.95,28250.12,28276.34,1.62501,96.0,28266.3631629344
BTC/USD,2023-05-10 16:16:00+00:00,28267.99,28300.0,28267.03,28300.0,0.89769,40.0,28285.0422074435
BTC/USD,2023-05-10 16:17:00+00:00,28296.71,28331.4,28296.71,28306.23,9.65486,211.0,28308.4868464587
BTC/USD,2023-05-10 16:18:00+00:00,28306.27,28338.67,28298.9,28326.89,2.63512,96.0,28326.2066865646
BTC/USD,2023-05-10 16:19:00+00:00,28328.22,28345.62,28324.54,28330.0,1.98956,74.0,28336.7657010093
BTC/USD,2023-05-10 16:20:00+00:00,28330.61,28330.61,28314.27,28321.45,4.19892,78.0,28323.5065830499
BTC/USD,2023-05-10 16:21:00+00:00,28320.27,28326.48,28269.38,28283.11,8.66747,184.0,28299.9315775076
BTC/USD,2023-05-10 16:22:00+00:00,28274.99,28315.62,28262.08,28311.36,11.95255,222.0,28287.5943447633
BTC/USD,2023-05-10 16:23:00+00:00,28315.62,28315.62,28285.0,28292.12,7.86718,100.0,28307.3974477513
BTC/USD,2023-05-10 16:24:00+00:00,28296.99,28304.88,28292.12,28300.42,2.08378,53.0,28298.2388418643
BTC/USD,2023-05-10 16:25:00+00:00,28304.4,28304.4,28288.0,28302.5,0.45014,22.0,28296.2568418714
BTC/USD,2023-05-10 16:26:00+00:00,28297.39,28304.96,28289.5,28300.24,1.50522,52.0,28296.1837373939
BTC/USD,2023-05-10 16:27:00+00:00,28300.16,28326.97,28293.24,28326.97,1.87591,72.0,28312.6777444014
BTC/USD,2023-05-10 16:28:00+00:00,28326.97,28328.41,28313.39,28319.28,0.82433,34.0,28319.6397510706
BTC/USD,2023-05-10 16:29:00+00:00,28318.91,28344.81,28318.91,28343.39,0.97961,51.0,28338.2182461388
BTC/USD,2023-05-10 16:30:00+00:00,28345.89,28356.27,28334.78,28337.45,2.0538,85.0,28347.2594575908
BTC/USD,2023-05-10 16:31:00+00:00,28339.4,28339.4,28313.14,28317.7,0.51228,31.0,28324.2048229484
BTC/USD,2023-05-10 16:32:00+00:00,28318.28,28321.32,28309.11,28312.52,0.63551,26.0,28314.1322337965
BTC/USD,2023-05-10 16:33:00+00:00,28311.89,28315.44,28295.85,28298.57,1.273845737,56.0,28300.3624984305
BTC/USD,2023-05-10 16:34:00+00:00,28298.99,28346.84,28298.57,28338.95,8.521053162,169.0,28321.4732948839
BTC/USD,2023-05-10 16:35:00+00:00,28337.83,28342.85,28315.59,28327.25,1.38506,49.0,28324.5268404979
BTC/USD,2023-05-10 16:36:00+00:00,28329.98,28329.98,28285.0,28292.53,2.89012,81.0,28298.9280176602
BTC/USD,2023-05-12 21:20:00+00:00,26680.88,26707.01,26662.41,26699.85,17.46932,152.0,26680.0126528966
